place_id,exit_info,status
1390740042,명지대역 1번 출구에서 936 m,success
1264776733,영통역 1번 출구에서 630 m,success
1241677174,,no_data
1553565618,,no_data
1144308043,초지역 3번 출구에서 931 m,success
1149042526,장기역 5번 출구에서 157 m,success
1667781793,신흥역 3번 출구에서 242 m,success
1623890470,문산역 1번 출구에서 624 m,success
1349495996,상갈역 4번 출구에서 778 m,success
1468997905,,no_data
1095383795,,no_data
1777694244,,no_data
1416990198,망포역 8번 출구에서 125 m,success
1992923813,매교역 2번 출구에서 933 m,success
1209111618,광명역 1번 출구에서 758 m,success
1910684172,,no_data
1303652689,안양역 1번 출구에서 404 m,success
1699151005,,no_data
1710467126,인덕원역 5번 출구에서 172 m,success
1660117557,,no_data
1262360533,상록수역 3번 출구에서 151 m,success
1403299671,,no_data
1280687010,부천역 3번 출구에서 438 m,success
1582135442,고색역 3번 출구에서 258 m,success
1851194409,원흥역 1번 출구에서 118 m,success
1899006096,단대오거리역 1번 출구에서 814 m,success
1896506249,광교중앙역 3번 출구에서 451 m,success
1352151835,,no_data
1147712129,,no_data
1348695159,,no_data
1584181408,,no_data
1816221934,금정역 4번 출구에서 140 m,success
1434024280,,no_data
1535589492,,no_data
1891683756,,no_data
1177597880,,no_data
1228767540,용인중앙시장역 3번 출구에서 622 m,success
1091472254,,no_data
1470294699,구리역 3번 출구에서 755 m,success
